wafer	sensor_t1	sensor_t2	sensor_t3	sensor_t4	sensor_t5	sensor_t6	sensor_t7	sensor_t8	sensor_t9	sensor_t10	sensor_p1	sensor_p2	sensor_p3	sensor_p4	sensor_p5	sensor_p6	sensor_p7	sensor_p8	sensor_p9	sensor_p10	GB
2214	1022	1022	1025	1024	1025	1023	1025	1025	1024	1024	118	118	119	121	121	119	122	122	120	119	G
2215	1023	1022	1024	1028	1026	1024	1027	1022	1025	1025	117	119	121	120	121	119	120	121	121	118	G
2216	1023	1023	1026	1026	1028	1028	1025	1028	1026	1026	119	117	119	118	120	120	122	121	121	118	G
2217	1025	1024	1026	1025	1024	1027	1025	1023	1025	1021	118	118	120	118	121	119	120	122	120	118	G
2218	1026	1025	1025	1027	1026	1023	1026	1028	1024	1026	118	118	119	118	119	119	121	122	119	119	G
2219	1026	1022	1027	1027	1026	1025	1027	1025	1026	1025	119	118	120	118	120	119	120	122	120	119	G
2220	1023	1024	1024	1026	1027	1023	1026	1025	1027	1024	118	117	121	122	120	120	122	121	120	122	G
2221	1024	1028	1024	1022	1024	1022	1025	1028	1024	1023	117	118	120	120	120	118	121	122	121	118	G
2222	1024	1027	1023	1027	1026	1025	1024	1027	1026	1025	117	117	121	122	119	118	120	122	120	122	G
2223	1025	1023	1026	1025	1025	1026	1024	1023	1026	1021	117	118	121	119	121	119	122	122	119	121	G
2224	1025	1022	1023	1023	1025	1026	1023	1025	1025	1022	119	119	119	120	121	118	121	122	121	122	G
2225	1026	1024	1026	1025	1027	1025	1025	1025	1024	1026	118	119	120	120	121	122	122	121	120	119	G
2226	1026	1022	1024	1025	1027	1027	1025	1022	1025	1020	118	117	120	120	120	119	120	121	121	122	G
2227	1023	1022	1027	1024	1026	1024	1024	1027	1025	1022	119	117	119	122	120	122	122	121	120	122	G
2228	1026	1022	1025	1027	1028	1028	1025	1025	1026	1020	118	117	121	121	119	122	122	121	119	121	G
2229	1023	1023	1023	1022	1025	1028	1024	1026	1023	1025	118	119	120	119	121	119	122	122	119	118	G
2230	1026	1023	1025	1027	1024	1024	1025	1024	1026	1024	117	117	121	122	121	119	120	122	120	121	G
2231	1022	1022	1025	1023	1025	1027	1026	1027	1027	1021	119	118	119	120	119	121	120	121	119	119	G
2232	1026	1028	1026	1026	1024	1023	1026	1028	1024	1023	118	119	119	122	120	121	121	121	119	121	G
2233	1025	1024	1027	1024	1026	1026	1025	1023	1025	1024	117	119	119	119	119	122	120	122	120	121	G
2234	1025	1025	1023	1028	1025	1028	1024	1024	1023	1023	119	117	120	121	120	121	120	122	119	120	G
2235	1026	1028	1027	1025	1026	1027	1024	1025	1027	1026	118	119	121	122	121	118	122	122	120	119	G
2236	1022	1027	1027	1024	1028	1023	1023	1026	1027	1024	118	119	121	119	119	120	120	121	120	120	G
2237	1025	1028	1026	1023	1026	1027	1026	1025	1026	1020	119	118	121	120	119	119	121	121	119	121	G
2238	1022	1025	1023	1025	1025	1023	1024	1022	1025	1023	118	117	119	121	121	121	122	121	120	120	G
2239	1022	1025	1025	1027	1028	1023	1027	1027	1023	1023	118	119	119	121	120	120	122	122	121	122	G
2240	1026	1026	1027	1028	1025	1027	1023	1025	1026	1024	118	119	119	122	119	122	122	121	121	118	G
2241	1025	1022	1025	1027	1025	1028	1023	1023	1023	1025	118	119	119	120	120	120	122	122	121	122	G
2242	1022	1026	1025	1027	1028	1028	1026	1027	1025	1021	117	119	120	121	119	119	121	121	121	118	G
2243	1025	1027	1026	1027	1028	1027	1024	1024	1027	1023	117	117	120	122	119	120	120	121	120	119	G
2244	1022	1022	1025	1025	1027	1028	1023	1022	1025	1026	119	117	121	118	121	118	120	121	120	120	G
2245	1024	1024	1026	1023	1027	1024	1027	1028	1025	1022	118	117	120	119	120	122	122	122	121	121	G
2246	1026	1026	1024	1022	1027	1026	1027	1028	1024	1026	117	117	121	122	120	122	120	122	121	121	G
2247	1024	1027	1026	1023	1026	1023	1023	1028	1025	1020	118	117	119	122	119	122	120	121	119	119	G
2248	1025	1025	1027	1028	1028	1024	1023	1028	1023	1025	117	119	120	118	119	120	121	121	120	118	G
2249	1023	1028	1025	1022	1028	1028	1027	1024	1023	1025	118	119	121	121	119	119	122	122	119	122	G
2250	1022	1026	1026	1022	1026	1022	1023	1025	1025	1020	118	118	119	120	119	120	120	121	121	121	G
2251	1024	1024	1024	1028	1024	1026	1025	1024	1027	1026	119	118	120	119	120	118	122	121	121	122	G
2252	1026	1024	1025	1023	1028	1023	1024	1025	1027	1020	117	118	120	121	121	119	121	122	121	121	G
2253	1022	1023	1027	1028	1027	1025	1025	1024	1024	1026	117	117	120	121	119	120	120	122	119	121	G
2254	1024	1025	1026	1022	1024	1026	1023	1028	1023	1025	117	119	119	119	119	121	121	121	119	119	G
2255	1026	1027	1025	1028	1024	1025	1027	1026	1025	1022	117	117	119	122	120	119	121	121	121	119	G
2256	1022	1028	1026	1023	1026	1025	1023	1024	1025	1023	119	119	119	122	119	122	121	122	121	120	G
2257	1025	1023	1023	1026	1028	1026	1025	1022	1026	1024	118	118	119	122	119	120	121	121	121	120	G
2258	1025	1024	1026	1023	1028	1024	1026	1024	1025	1020	118	118	120	118	121	122	120	122	121	120	G
2259	1022	1028	1025	1028	1028	1028	1026	1028	1025	1025	119	118	120	122	119	121	122	122	121	122	G
2260	1024	1024	1025	1027	1028	1028	1025	1025	1026	1021	118	117	121	120	119	121	122	121	119	119	G
2261	1024	1028	1024	1023	1028	1028	1026	1024	1023	1026	118	119	121	122	121	121	122	122	119	120	G
2262	1025	1023	1025	1022	1027	1024	1024	1024	1023	1020	118	119	120	121	121	122	121	121	121	120	G
2263	1024	1022	1024	1025	1026	1028	1024	1024	1023	1022	117	117	120	118	121	118	120	121	119	121	G
2264	1022	1025	1027	1025	1025	1023	1027	1023	1026	1026	119	117	120	118	121	121	121	121	120	118	G
2265	1025	1024	1027	1028	1026	1026	1024	1025	1027	1022	119	118	121	121	120	118	122	122	121	119	G
2266	1026	1027	1024	1025	1026	1028	1024	1023	1024	1023	118	119	120	119	121	119	120	122	121	118	G
2267	1025	1027	1023	1027	1026	1028	1024	1026	1025	1021	118	119	120	118	119	122	120	122	119	122	G
2268	1024	1023	1024	1026	1028	1024	1026	1022	1026	1023	118	118	121	118	119	118	120	122	120	119	G
2269	1024	1024	1023	1022	1025	1024	1026	1028	1024	1023	117	119	119	120	120	118	120	122	121	121	G
2270	1026	1028	1023	1022	1027	1025	1024	1023	1024	1021	117	118	121	121	121	121	121	121	121	119	G
2271	1026	1024	1024	1027	1024	1022	1024	1027	1026	1025	119	117	120	122	119	122	121	121	120	120	G
2272	1024	1022	1023	1023	1025	1023	1025	1025	1026	1024	118	119	120	119	121	119	122	121	121	120	G
2273	1023	1025	1024	1024	1028	1027	1023	1028	1024	1022	119	119	121	120	120	120	121	122	121	118	G
2274	1025	1027	1026	1027	1026	1023	1027	1025	1023	1026	118	117	120	122	119	119	120	121	121	118	G
2275	1026	1024	1023	1028	1028	1028	1023	1023	1026	1020	117	118	119	118	120	119	121	122	120	121	G
2276	1026	1023	1027	1023	1025	1022	1025	1026	1024	1025	119	117	120	121	121	122	122	121	121	121	G
2277	1023	1023	1024	1022	1026	1025	1025	1023	1023	1024	117	118	119	120	121	119	120	121	121	122	G
2278	1025	1024	1026	1024	1024	1028	1023	1025	1025	1026	118	117	119	120	120	118	122	122	120	119	G
2279	1023	1027	1027	1026	1026	1022	1024	1023	1026	1021	118	119	121	120	121	121	120	122	120	121	G
2280	1023	1024	1023	1026	1028	1028	1026	1025	1023	1024	117	117	120	120	121	122	121	121	121	120	G
2281	1024	1028	1026	1026	1025	1028	1027	1022	1027	1026	119	118	121	118	121	120	121	122	119	118	G
2282	1023	1024	1026	1023	1028	1025	1026	1027	1026	1021	118	117	120	119	120	119	121	121	119	119	G
2283	1023	1028	1025	1022	1024	1024	1024	1025	1025	1021	118	117	121	121	121	118	120	121	119	119	G
2284	1026	1026	1027	1024	1027	1025	1027	1026	1027	1024	118	119	120	118	120	122	121	122	120	121	G
2285	1023	1022	1025	1028	1028	1024	1026	1026	1026	1022	119	119	119	122	120	119	121	121	120	122	G
2286	1026	1027	1025	1026	1024	1022	1027	1028	1026	1021	119	119	119	121	120	119	121	121	120	121	G
2287	1022	1023	1026	1023	1028	1024	1023	1026	1024	1020	119	118	119	121	119	118	120	122	119	119	G
2288	1025	1022	1024	1023	1028	1024	1027	1027	1025	1026	117	118	121	118	120	118	120	121	119	119	G
2289	1025	1025	1023	1028	1024	1024	1027	1026	1025	1021	118	118	119	121	121	121	122	122	119	120	G
2290	1025	1026	1024	1026	1026	1028	1026	1022	1023	1020	118	118	119	122	119	122	120	121	121	119	G
2291	1022	1026	1023	1023	1027	1025	1026	1028	1027	1020	118	119	120	118	120	119	121	122	120	119	G
2292	1023	1027	1023	1028	1024	1025	1024	1027	1027	1025	119	117	119	119	119	119	120	122	120	119	G
2293	1022	1022	1025	1024	1026	1026	1025	1028	1026	1022	118	119	119	118	121	120	120	122	119	119	G
2294	1024	1026	1026	1022	1026	1028	1027	1024	1026	1023	118	117	119	118	120	119	120	121	120	119	G
2295	1022	1025	1025	1022	1026	1023	1023	1026	1023	1025	119	119	119	122	119	118	120	121	121	121	G
2296	1023	1028	1027	1022	1026	1022	1026	1027	1024	1024	118	118	119	120	119	118	120	122	121	119	G
2297	1022	1022	1025	1028	1026	1028	1024	1028	1023	1020	118	117	120	118	121	121	122	121	121	120	G
2298	1023	1026	1026	1028	1025	1025	1024	1026	1024	1026	118	119	120	120	121	122	121	121	119	121	G
2299	1022	1027	1023	1026	1024	1027	1024	1027	1025	1026	118	119	120	120	119	120	120	122	120	119	G
2300	1023	1028	1023	1025	1027	1024	1024	1025	1024	1020	118	117	119	119	120	118	120	121	120	121	G
2301	1024	1023	1025	1026	1026	1025	1023	1027	1027	1025	119	119	119	120	120	119	120	121	119	121	G
2302	1026	1027	1024	1027	1027	1025	1023	1023	1027	1021	117	118	121	122	120	120	121	121	119	122	G
2303	1023	1028	1024	1026	1027	1023	1027	1025	1025	1022	117	117	121	120	119	121	122	122	121	119	G
2304	1026	1024	1025	1027	1027	1028	1025	1025	1026	1025	117	119	119	121	120	120	121	122	119	120	G
2305	1023	1023	1023	1023	1028	1024	1025	1028	1024	1021	117	118	120	119	119	120	122	121	121	119	G
2306	1025	1026	1025	1022	1028	1028	1027	1023	1026	1025	117	118	120	121	121	122	122	122	119	122	G
2307	1025	1026	1024	1027	1025	1025	1025	1027	1026	1023	119	117	121	120	120	120	122	122	119	119	G
2308	1025	1027	1024	1027	1024	1026	1025	1027	1023	1020	119	117	120	120	120	121	122	122	119	120	G
2309	1022	1023	1023	1028	1025	1028	1024	1027	1023	1020	117	117	119	122	121	119	121	121	120	119	G
2310	1026	1026	1026	1028	1024	1027	1027	1024	1025	1021	117	118	121	118	120	118	120	121	120	121	G
2311	1026	1025	1025	1027	1027	1025	1027	1028	1025	1020	118	118	120	120	120	118	122	121	119	121	G
2312	1023	1027	1026	1025	1026	1023	1023	1025	1023	1023	117	117	120	120	120	118	120	121	120	118	G
2313	1024	1028	1025	1024	1025	1027	1023	1025	1024	1024	119	119	119	121	121	122	120	121	119	122	G
2314	1022	1022	1024	1027	1027	1025	1025	1025	1026	1024	117	117	121	120	120	120	122	121	119	118	G
2315	1025	1023	1023	1022	1027	1022	1027	1024	1023	1024	118	118	121	118	121	120	122	122	120	120	G
2316	1026	1028	1027	1022	1024	1022	1024	1023	1027	1021	119	118	119	119	121	118	121	122	120	119	G
2317	1025	1025	1027	1028	1027	1027	1025	1022	1026	1023	119	119	119	119	121	118	121	121	120	120	G
2318	1022	1024	1025	1023	1024	1026	1023	1022	1025	1023	117	117	119	121	120	119	120	122	119	121	G
2319	1023	1023	1023	1023	1028	1022	1027	1022	1024	1024	118	119	119	122	121	121	121	121	121	118	G
2320	1023	1024	1026	1023	1027	1023	1026	1023	1025	1025	119	117	119	119	121	120	121	122	120	122	G
2321	1026	1028	1027	1023	1026	1022	1024	1026	1027	1026	117	119	119	118	121	119	122	121	121	121	G
2322	1026	1022	1023	1027	1026	1028	1027	1028	1023	1020	118	117	119	119	119	121	121	122	119	122	G
2323	1023	1027	1027	1026	1025	1028	1027	1022	1025	1021	117	119	120	119	121	118	122	122	121	118	G
2324	1024	1023	1024	1026	1025	1026	1026	1027	1027	1020	119	119	121	119	121	120	120	122	119	120	G
2325	1024	1022	1023	1027	1025	1026	1027	1026	1026	1023	119	117	119	120	119	120	122	122	120	122	G
2326	1025	1022	1026	1022	1028	1026	1026	1023	1025	1025	117	119	121	122	120	118	120	121	121	122	G
2327	1022	1028	1024	1023	1025	1027	1026	1024	1025	1024	117	117	119	120	120	121	121	122	119	118	G
2328	1025	1022	1024	1024	1026	1024	1026	1025	1024	1023	117	119	120	122	119	119	122	122	121	122	G
2329	1024	1026	1024	1028	1027	1027	1026	1026	1025	1026	118	117	121	122	121	120	121	122	119	119	G
2330	1025	1025	1025	1028	1026	1027	1025	1023	1024	1020	117	118	119	121	119	120	121	121	119	122	G
2331	1022	1027	1024	1025	1025	1026	1023	1024	1027	1024	118	119	120	118	121	120	121	122	121	119	G
2332	1023	1027	1023	1023	1024	1023	1026	1027	1025	1026	117	119	120	119	119	122	121	122	120	119	G
2333	1024	1026	1027	1026	1027	1027	1026	1025	1024	1022	119	119	121	122	120	118	121	122	119	122	G
2334	1023	1025	1024	1027	1028	1024	1025	1022	1023	1024	117	118	121	121	120	120	122	121	120	119	G
2335	1023	1027	1024	1022	1025	1023	1023	1025	1026	1024	117	118	119	119	119	119	122	121	121	118	G
2336	1024	1028	1026	1024	1027	1026	1027	1022	1026	1023	119	118	121	119	121	118	122	121	121	122	G
2337	1022	1023	1027	1023	1026	1028	1024	1027	1024	1026	118	117	121	120	120	118	120	121	119	120	G
2338	1024	1024	1027	1024	1026	1024	1027	1023	1024	1020	117	118	121	120	121	120	121	121	119	120	G
2339	1023	1026	1023	1028	1028	1028	1023	1025	1027	1022	118	117	120	119	121	119	120	122	119	119	G
2340	1023	1028	1024	1022	1025	1028	1025	1028	1025	1020	118	118	120	120	120	119	121	121	120	120	G
2341	1023	1024	1027	1028	1028	1025	1026	1022	1026	1020	117	117	119	121	119	119	121	121	119	122	G
2342	1022	1025	1024	1026	1027	1028	1025	1027	1023	1024	117	119	121	118	119	119	120	121	120	119	G
2343	1023	1025	1026	1025	1024	1023	1026	1028	1024	1020	119	117	120	118	120	121	121	121	119	122	G
2344	1024	1024	1027	1025	1026	1028	1026	1027	1023	1023	118	117	120	122	120	120	121	122	121	121	G
2345	1024	1028	1023	1025	1028	1025	1024	1025	1026	1021	118	118	120	118	120	120	120	122	119	120	G
2346	1022	1022	1025	1024	1024	1027	1024	1024	1024	1026	117	118	119	121	119	121	122	121	119	118	G
2347	1023	1025	1023	1022	1026	1027	1024	1025	1027	1024	119	117	119	119	120	122	120	122	119	121	G
2348	1024	1025	1024	1024	1027	1027	1027	1022	1023	1022	117	119	119	122	120	118	121	121	120	118	G
2349	1024	1023	1025	1024	1025	1028	1027	1026	1024	1020	119	118	120	120	119	118	122	122	120	120	G
2350	1023	1028	1024	1027	1026	1026	1023	1023	1026	1020	117	118	121	122	119	122	120	121	121	119	G
2351	1022	1025	1024	1028	1024	1025	1024	1025	1025	1020	117	118	120	120	121	121	121	122	121	118	G
2352	1026	1027	1025	1028	1024	1026	1023	1028	1027	1022	117	117	120	122	121	120	120	122	121	121	G
2353	1024	1026	1027	1022	1026	1028	1027	1026	1027	1020	117	118	121	121	120	118	121	121	120	118	G
2354	1024	1026	1025	1023	1025	1022	1023	1026	1027	1021	119	117	121	119	119	119	120	121	119	121	G
2355	1026	1026	1026	1026	1024	1025	1026	1024	1027	1025	117	118	120	122	119	122	120	122	120	121	G
2356	1025	1024	1026	1023	1024	1026	1023	1022	1027	1024	119	117	120	122	121	120	122	122	120	118	G
2357	1026	1022	1026	1025	1027	1022	1027	1026	1026	1023	118	117	120	119	121	120	122	121	121	118	G
2358	1023	1026	1026	1026	1027	1024	1025	1025	1027	1022	117	119	121	118	119	120	121	122	119	120	G
2359	1024	1024	1023	1028	1026	1022	1026	1025	1025	1023	118	119	119	122	121	121	120	122	119	120	G
2360	1025	1022	1024	1025	1026	1024	1025	1025	1023	1025	119	117	120	122	119	119	120	121	120	119	G
2361	1024	1023	1023	1022	1026	1028	1027	1027	1027	1023	118	119	119	118	120	120	120	122	120	119	G
2362	1024	1024	1027	1022	1025	1025	1025	1023	1024	1020	117	117	121	120	121	120	121	121	121	118	G
2363	1023	1023	1027	1027	1025	1027	1026	1024	1027	1020	117	117	121	119	121	122	122	121	120	120	G
2364	1025	1025	1027	1026	1025	1022	1025	1025	1023	1023	118	117	121	118	121	118	122	121	121	118	G
2365	1025	1022	1023	1026	1025	1023	1025	1023	1025	1021	117	119	119	121	120	122	122	122	119	118	G
2366	1026	1023	1027	1025	1025	1027	1025	1026	1025	1023	119	119	121	122	121	118	120	121	120	120	G
2367	1026	1028	1023	1026	1024	1026	1023	1022	1026	1023	119	119	120	121	119	119	121	121	120	118	G
2368	1023	1028	1023	1028	1026	1025	1024	1024	1023	1025	117	119	121	122	119	118	121	121	121	122	G
2369	1026	1023	1026	1024	1027	1024	1027	1027	1025	1025	117	117	121	120	119	118	122	121	119	119	G
2370	1023	1023	1024	1023	1027	1022	1024	1028	1024	1023	118	119	121	120	121	119	122	121	121	119	G
2371	1026	1028	1023	1024	1026	1023	1026	1024	1024	1025	119	118	119	119	119	120	122	122	119	121	G
2372	1024	1027	1025	1023	1026	1022	1027	1023	1023	1026	117	118	120	121	120	118	122	121	121	120	G
2373	1022	1023	1024	1028	1028	1022	1024	1024	1026	1020	119	118	121	121	119	119	121	121	119	121	G
2374	1023	1023	1026	1025	1024	1024	1023	1025	1023	1026	119	118	119	118	119	120	120	121	121	119	G
2375	1025	1027	1024	1022	1027	1028	1023	1026	1025	1026	117	117	120	118	121	120	120	121	121	119	G
2376	1022	1023	1025	1027	1026	1025	1027	1025	1026	1026	117	118	121	120	120	118	120	122	120	119	G
2377	1024	1023	1025	1023	1026	1027	1024	1023	1025	1026	118	119	119	119	121	119	122	121	119	121	G
2378	1026	1023	1023	1028	1027	1027	1023	1022	1025	1024	117	117	120	120	120	120	121	121	120	119	G
2379	1026	1025	1024	1027	1026	1027	1025	1025	1025	1022	118	119	119	122	120	121	120	121	119	119	G
2380	1022	1025	1025	1023	1024	1023	1023	1024	1023	1024	118	117	121	118	120	121	120	122	119	120	G
2381	1022	1023	1027	1025	1027	1025	1024	1026	1027	1022	117	119	121	121	121	118	122	122	121	122	G
2382	1025	1023	1024	1022	1027	1022	1023	1023	1026	1025	117	117	119	118	121	119	121	122	119	122	G
2383	1025	1022	1025	1026	1025	1028	1023	1024	1027	1022	119	118	119	121	121	121	121	122	119	121	G
2384	1024	1025	1024	1025	1028	1028	1024	1022	1027	1026	119	117	121	121	120	121	120	122	119	119	G
2385	1022	1024	1025	1026	1024	1025	1026	1028	1027	1023	119	119	120	118	120	122	121	122	120	122	G
2386	1024	1028	1025	1022	1027	1025	1026	1028	1024	1025	117	118	121	118	121	122	121	121	119	120	G
2387	1024	1026	1024	1025	1024	1027	1026	1028	1023	1026	117	117	120	118	121	121	122	121	120	118	G
2388	1022	1028	1023	1026	1025	1028	1024	1027	1025	1022	117	119	121	120	121	119	121	122	119	121	G
2389	1026	1026	1026	1023	1024	1023	1027	1028	1023	1026	118	118	120	121	120	119	122	122	121	122	G
2390	1026	1024	1026	1022	1028	1025	1027	1024	1024	1021	117	118	121	121	120	121	122	122	120	120	G
2391	1024	1028	1023	1026	1024	1025	1023	1026	1025	1023	119	117	120	120	121	118	122	121	119	122	G
2392	1025	1028	1024	1027	1024	1023	1024	1025	1026	1022	119	119	119	122	120	120	122	121	121	118	G
2393	1025	1024	1025	1023	1028	1025	1024	1027	1025	1022	119	117	119	120	120	121	122	121	120	118	G
2394	1022	1028	1026	1024	1024	1022	1025	1027	1024	1021	118	118	121	118	121	118	122	122	119	122	G
2395	1022	1027	1023	1022	1028	1024	1025	1025	1025	1020	119	118	120	118	121	118	122	122	120	118	G
2396	1022	1023	1026	1022	1024	1025	1026	1022	1025	1023	117	119	121	120	119	120	122	122	121	118	G
2397	1023	1026	1026	1028	1026	1023	1026	1022	1025	1023	117	117	119	119	119	122	122	122	120	121	G
2398	1022	1022	1025	1026	1028	1023	1025	1024	1026	1026	117	118	121	121	121	119	120	122	119	122	G
2399	1024	1026	1027	1028	1025	1024	1024	1028	1027	1023	119	117	120	118	120	118	120	122	120	119	G
2400	1025	1023	1026	1023	1024	1028	1027	1023	1024	1022	119	117	119	121	119	121	121	121	120	121	G
2401	1022	1023	1023	1024	1026	1026	1024	1023	1026	1024	119	118	120	122	121	121	122	122	121	118	G
2402	1025	1024	1025	1027	1028	1026	1027	1026	1027	1026	119	119	121	121	119	118	121	121	121	120	G
2403	1025	1024	1027	1027	1027	1026	1027	1026	1027	1020	119	119	121	121	121	122	121	122	119	120	G
2404	1024	1024	1027	1023	1028	1024	1024	1028	1024	1023	118	119	119	122	121	120	122	122	120	121	G
2405	1022	1025	1024	1024	1026	1028	1025	1028	1027	1024	119	118	121	122	121	121	120	122	121	119	G
2406	1022	1026	1023	1022	1026	1023	1023	1022	1024	1025	119	117	120	120	119	120	122	122	119	119	G
2407	1024	1024	1024	1024	1028	1025	1023	1024	1027	1020	118	119	119	120	121	118	121	121	121	119	G
2408	1023	1023	1024	1027	1025	1027	1024	1023	1026	1026	119	119	120	120	120	119	121	122	121	119	G
2409	1025	1027	1023	1027	1026	1022	1026	1023	1024	1022	118	118	121	120	120	118	122	122	120	118	G
2410	1024	1026	1024	1027	1027	1028	1024	1022	1023	1021	119	117	120	121	121	122	120	121	121	120	G
2411	1022	1028	1023	1023	1026	1026	1025	1028	1027	1021	119	119	121	119	120	121	122	122	121	118	G
2412	1022	1024	1025	1023	1026	1027	1025	1024	1024	1021	119	119	120	119	121	118	121	121	119	120	G
2413	1023	1026	1023	1028	1024	1023	1024	1022	1027	1025	117	119	120	122	120	118	121	121	120	122	G
2414	1022	1024	1026	1026	1028	1023	1026	1023	1026	1024	118	117	120	121	121	122	122	121	119	119	G
2415	1026	1024	1023	1025	1026	1027	1025	1023	1023	1022	119	118	121	120	121	118	122	121	119	119	G
2416	1023	1022	1023	1028	1027	1026	1023	1022	1025	1021	119	119	120	119	120	120	122	122	119	120	G
2417	1022	1028	1027	1026	1027	1023	1027	1023	1025	1023	119	119	119	122	120	121	120	122	119	121	G
2418	1024	1022	1024	1028	1024	1026	1025	1024	1024	1020	118	119	121	120	120	118	122	122	119	121	G
2419	1022	1025	1023	1025	1025	1027	1026	1023	1023	1022	119	118	119	122	120	121	122	122	120	121	G
2420	1026	1028	1026	1027	1025	1024	1027	1025	1025	1021	118	117	120	122	120	121	120	122	119	120	G
2421	1022	1027	1024	1023	1025	1024	1023	1023	1023	1021	117	118	121	121	120	118	120	121	121	122	G
2422	1024	1028	1026	1027	1028	1028	1025	1026	1024	1021	117	117	119	121	119	120	122	122	121	121	G
2423	1022	1026	1023	1022	1025	1026	1023	1027	1024	1024	119	119	120	118	119	119	122	121	120	119	G
2424	1025	1024	1024	1027	1026	1024	1024	1026	1023	1021	119	118	121	119	119	119	122	121	121	118	G
2425	1024	1023	1023	1027	1027	1025	1025	1028	1026	1024	118	117	121	121	120	121	121	122	120	118	G
2426	1023	1027	1026	1027	1024	1028	1025	1028	1027	1020	118	117	119	121	119	119	120	122	120	121	G
